source,published,title,link,ticker_guess,tags
BusinessWire,"Mon, 27 Apr 2026 09:07:00 UT",SAP und S3NS beschleunigen zuverlässige Cloud-Akzeptanz - mit Thales als erstem strategischen Kunden,http://www.businesswire.com/news/home/20260426516337/de/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT",エンタープライズAIの70％が管理不足であり、隠れたリスクやコスト、ROIの低下を招いている,http://www.businesswire.com/news/home/20260427109735/ja/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT",70%的企業AI處於失控狀態，帶來隱性風險、成本上升和投資報酬週期延長,http://www.businesswire.com/news/home/20260427179798/zh-HK/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT","70 % de l’IA en entreprise échappe à tout contrôle, ce qui engendre des risques cachés, des coûts supplémentaires et un retour sur investissement plus lent",http://www.businesswire.com/news/home/20260427209072/fr/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT","Samenvatting: 70% van AI in bedrijven is ongecontroleerd, wat leidt tot verborgen risico's, kosten en een trager rendement op investering (ROI).",http://www.businesswire.com/news/home/20260427236586/nl/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT","70 % der Enterprise-KI ist unkontrolliert und verursacht verborgene Risiken, Kosten und einen verzögerten ROI",http://www.businesswire.com/news/home/20260427480458/de/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT","70% of Enterprise AI is Uncontrolled, Driving Hidden Risk, Cost and Slower ROI",http://www.businesswire.com/news/home/20260427718577/en/70-of-Enterprise-AI-is-Uncontrolled-Driving-Hidden-Risk-Cost-and-Slower-ROI/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT","El 70 % de la IA empresarial carece de control y esto genera riesgos ocultos, costos y un retorno de la inversión más lento",http://www.businesswire.com/news/home/20260427723486/es/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT",70%的企业级人工智能处于失控状态，推高隐性风险与成本，并拖累投资回报进程,http://www.businesswire.com/news/home/20260427983680/zh-CN/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT","Riassunto: Il 70% dell'IA aziendale non è controllato, comportando un rischio nascosto, costi e ROI più lento",http://www.businesswire.com/news/home/20260427383668/it/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 08:00:00 UT","70% da IA corporativa não é controlada, o que gera riscos ocultos, custos e um retorno sobre o investimento mais lento",http://www.businesswire.com/news/home/20260427055751/pt/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 07:33:00 UT",Omdia：2025年第四季度，中国大陆云基础设施支出增长26%，AI与智能体成主要驱动力,http://www.businesswire.com/news/home/20260426425297/zh-CN/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 07:11:00 UT",JLL Standardises on SwiftConnect's Connected Access Network for Mobile Access Across Corporate Offices and Managed Assets,http://www.businesswire.com/news/home/20260427843227/en/JLL-Standardises-on-SwiftConnects-Connected-Access-Network-for-Mobile-Access-Across-Corporate-Offices-and-Managed-Assets/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 06:24:00 UT","Omdia: Mainland China Cloud Infrastructure Spending Rises 26% in Q4 2025, Driven by AI and Agent Growth",http://www.businesswire.com/news/home/20260426650019/en/Omdia-Mainland-China-Cloud-Infrastructure-Spending-Rises-26-in-Q4-2025-Driven-by-AI-and-Agent-Growth/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 06:00:00 UT",SAP and S3NS Accelerate Trusted Cloud Adoption in France With Thales as First Strategic Customer,http://www.businesswire.com/news/home/20260426644177/en/SAP-and-S3NS-Accelerate-Trusted-Cloud-Adoption-in-France-With-Thales-as-First-Strategic-Customer/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,PARTNERSHIP
BusinessWire,"Mon, 27 Apr 2026 06:00:00 UT","SAP rejoint S3NS, le cloud de confiance en France, avec Thales comme premier client stratégique",http://www.businesswire.com/news/home/20260426024526/fr/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
