recall_id,recall_number,title,description,remedy,manufacturer,hazards,recall_date,url,captured_at
10671,26341,Vive Health Recalls Adult Portable Bed Rails Due to Risk of Serious Injury or Death from Entrapment and Asphyxiation; Two Deaths Reported,"This recall involves the Vive Health Compact Bed Rail (model LVA2009SLV) and Bed Rail Collection V (model LVA2097SLV), as well as units of the Vive Health Bed Rail model LVA1024 purchased on or before",Refund,,"When the recalled bed rails are attached to a bed, users can become entrapped within the bed rail or between the bed rai",2026-03-26,https://www.cpsc.gov/Recalls/2026/Vive-Health-Recalls-Adult-Portable-Bed-Rails-Due-to-Risk-of-Serious-Injury-or-Death-from-Entrapment-and-Asphyxiation-Two-Deaths-Reported,2026-04-27T23:05:46Z
10668,26335,Aisstxoer Adult Bicycle Helmets Recalled Due to Risk of Serious Injury or Death from Head Injury; Violates Mandatory Standard for Bicycle He,"This recall involves Aisstxoer bike helmets. The recalled helmets were sold in size large, fitting a head circumference of about 22.8 to 24.4 inches, and in the color pink. The recalled helmets have b",Refund,,The recalled helmets violate the mandatory safety standard for bicycle helmets because the helmets do not comply with th,2026-03-19,https://www.cpsc.gov/Recalls/2026/Aisstxoer-Adult-Bicycle-Helmets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Head-Injury-Violates-Mandatory-Standard-for-Bicycle-Helmets-Sold-on-Amazon-by-YXTDZ-Store,2026-04-27T23:05:46Z
10667,26334,Amazon Recalls Amazon Basics Camping Folding Pocket Knives Due to Laceration Hazard,"This recall involves the Amazon Basics Camping Folding Pocket Knife with a 3.5"" blade. It is made from black high carbon stainless steel and has a pocket clip. The model number is B0DM5BJK3H. Manufact",Refund,,"The folding mechanism on the blade can fail to remain properly secured in the closed position, posing a laceration hazar",2026-03-19,https://www.cpsc.gov/Recalls/2026/Amazon-RecallAmazon-Basics-Camping-Folding-Pocket-Knives-Due-to-Laceration-Hazard,2026-04-27T23:05:46Z
10666,26333,Electrolux Group Recalls Frigidaire Gas Ranges Due to Burn Hazard,"This recall involves Frigidaire, Frigidaire Gallery, and Frigidaire Professional Gas Ranges Models FCFG3083AS, FCRG3083AD, FCRG3083AS, GCFG3060BD, GCFG3060BF, GCFG3070BF, GCRG3060BD, GCRG3060BF, PCFG3",Repair,"Electrolux Consumer Products, Inc., of Charlotte, North Carolina","The ovens in the ranges can experience a delayed ignition of the oven's bake burner, posing a risk of burn hazards to us",2026-03-19,https://www.cpsc.gov/Recalls/2026/Electrolux-Group-Recalls-Frigidaire-Gas-Ranges-Due-to-Burn-Hazard,2026-04-27T23:05:46Z
10665,26332,Infant Walkers Recalled Due to Risk of Serious Injury or Death from Fall Hazard; Violate Mandatory Standard for Infant Walkers; Sold on Amaz,"This recall involves Goregent-branded infant walkers. The walkers are green and have a fabric seat with animal print, a rotating activity tray with toys, lights and music, a round base and six wheels.",Refund,,The recalled infant walkers violate the mandatory standard for infant walkers because they can fit through a standard do,2026-03-19,https://www.cpsc.gov/Recalls/2026/Infant-Walkers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Fall-Hazard-Violate-Mandatory-Standard-for-Infant-Walkers-Sold-on-Amazon-by-Goregent-Official-Store,2026-04-27T23:05:46Z
10664,26331,Lifetime Brands Recalls BUILT LUUM Light Up Tumblers Due to Risk of Choking and Battery Ingestion Hazards,This recall involves the LUUM collection of BUILT-branded light up tumblers. The recalled plastic 16 oz. or 18 oz. drinking cups with a lid and a straw were sold in various winter holiday and Fourth o,Refund,,"The recalled LED tumblers can break, making the button cell batteries accessible to children and posing choking and inge",2026-03-19,https://www.cpsc.gov/Recalls/2026/Lifetime-Brands-Recalls-BUILT-LUUM-Light-Up-Tumblers-Due-to-Risk-of-Choking-and-Battery-Ingestion-Hazards,2026-04-27T23:05:46Z
10663,26330,Specialized Bicycle Components Recalls Specialized Turbo Como SL Electric Bicycles Due to Risk of Serious Injury or Death from Fall Hazard,"This recall involves bicycle forks on all Specialized Como SL electric bicycles, regardless of model. ""Como SL"" is printed on the bicycle's seat tube or top tube, and the bikes were sold in a variety ",Repair,,"The bike's fork steerer tube can develop a small fatigue crack that can lead to a progressive failure of the fork, posin",2026-03-19,https://www.cpsc.gov/Recalls/2026/Specialized-Bicycle-Components-Recalls-Specialized-Turbo-Como-SL-Electric-Bicycles-Due-to-Risk-of-Serious-Injury-or-Death-from-Fall-Hazard,2026-04-27T23:05:46Z
10662,26329,Tainoki Fine Furniture Recalls Office Chairs Due to Risk of Serious Injury and Fall Hazard,"This recall involves height-adjustable swivel office chairs designed for desk use. The chairs feature an upholstered padded seat, backrest headrest, and two padded armrests supported by chrome-finishe",Refund,,"The recalled chairs' base can bend, posing a fall hazard.",2026-03-19,https://www.cpsc.gov/Recalls/2026/Tainoki-Fine-Furniture-Recalls-Office-Chairs-Due-to-Risk-of-Serious-Injury-and-Fall-Hazard,2026-04-27T23:05:46Z
10661,26328,Wagner Spray Tech Recalls 900 Series Power Steamers Due to Burn Hazard,"This recall involves Wagner 900 Series power steamers. Models 905e Auto Steamer, 915e On-Demand Power Steamer, and 925e Steam Machine Elite Steamer are included in this recall. All steamer models cont",Repair,,The attached hose can get excessively hot and the nozzle/gun can expel hot water during use and after the trigger is eng,2026-03-19,https://www.cpsc.gov/Recalls/2026/Wagner-Spray-Tech-Recalls-900-Series-Power-Steamers-Due-to-Burn-Hazard,2026-04-27T23:05:46Z
10659,26323,17 Stories Furniture 14-Drawer Dressers Recalled Due to Risk of Serious Injury or Death from Tip-Over and Entrapment Hazards; Violates Manda,"This recall involves 17 Stories Furniture 14-Drawer Dressers. The recalled dressers were sold in the following colors: black, white, and brown. They have 14 fabric drawers and are 11.8 inches long by ",Refund,,"The recalled dressers are unstable if they are not anchored to the wall, posing tip-over and entrapment hazards that can",2026-03-12,https://www.cpsc.gov/Recalls/2026/17-Stories-Furniture-14-Drawer-Dressers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Tip-Over-and-Entrapment-Hazards-Violates-Mandatory-Standard-for-Clothing-Storage-Units-Imported-by-Hong-Kong-Baojia-International,2026-04-27T23:05:46Z
10660,26324,LFTE USA Recalls Playground Swing Set Seats Due to Fall Hazard,"This recall involves the Playground Swing Set Seats sold as part of assembled playground sets. The swing belt seat was sold in black, blue, green, red, tan, and yellow colors. The product is marked wi",Replace,,"The rivets used to support the swing seat can fail, posing a fall hazard to children.",2026-03-12,https://www.cpsc.gov/Recalls/2026/LFTE-USA-Recalls-Playground-Swing-Set-Seats-Due-to-Fall-Hazard,2026-04-27T23:05:46Z
10658,26321,LIVEHOM 11-Drawer Dressers Recalled Due to Risk of Serious Injury or Death from Tip-Over and Entrapment Hazards; Violates Mandatory Standard,"This recall involves LIVEHOM-branded 11-Drawer Dressers. The recalled dressers are made of fabric and were sold in black, white, pink, rustic brown and charcoal black. They measure about 11.8 inches l",Refund,,"The recalled dressers are unstable if they are not anchored to the wall, posing tip-over and entrapment hazards that can",2026-03-12,https://www.cpsc.gov/Recalls/2026/LIVEHOM-11-Drawer-Dressers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Tip-Over-and-Entrapment-Hazards-Violates-Mandatory-Standard-for-Clothing-Storage-Units-Sold-on-Amazon-by-Simplehome,2026-04-27T23:05:46Z
10657,26320,ProRider Recalls Bicycle Helmets Due to Risk of Serious Injury or Death from Head Injury; Violates Mandatory Standard for Bicycle Helmets,"This recall involves ProRider Economy, Bike Helmets with turn ring, Bike Helmets Black Foam, BMX Helmet and Toddler Bike Helmets. The helmets were sold in the following colors: blue, green, red, black",Refund,,The recalled helmets violate the mandatory safety standard for bicycle helmets because the helmets do not comply with th,2026-03-12,https://www.cpsc.gov/Recalls/2026/ProRider-Recalls-Bicycle-Helmets-Due-to-Risk-of-Serious-Injury-or-Death-from-Head-Injury-Violates-Mandatory-Standard-for-Bicycle-Helmets,2026-04-27T23:05:46Z
10656,26319,Stoney Games Recalls Kluster Magnet Chess Games Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard fo,"This recall involves the Kluster Fun Tabletop Magnet Chess Games with small, loose magnets about .5 to one inch wide and .3 to .4 inches high. The games are sold in a black box with the word ""Kluster""",Replace,,The recalled magnet games violate the mandatory standard for toys because they contain loose high-powered magnets that f,2026-03-12,https://www.cpsc.gov/Recalls/2026/Stoney-Games-Recalls-Kluster-Magnet-Chess-Games-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys,2026-04-27T23:05:46Z
10655,26317,Cubimana Island Storm 3 In 1 Building Sets Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standa,This recall involves Cubimana Island Storm 3 In 1 Building Sets. The sets contain 781 pieces of multi-colored building blocks and come in a black box with images of a pirate base and a pirate ship. Mo,Refund,,The Island Storm Building Sets violate the mandatory safety standard for toys because the battery compartment within the,2026-03-05,https://www.cpsc.gov/Recalls/2026/Cubimana-Island-Storm-3-In-1-Building-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-RBS-Toys,2026-04-27T23:05:46Z
10654,26315,HALO Dream Recalls Magic Sleepsuits Due to Choking Hazard,"This recall involves HALO Magic Sleepsuit with batch codes PO30592, PO30641 and PO30685. The recalled infant sleepsuit shell and lining are made from 100% cotton and the fill is made from 100% polyest",Refund,,"The zipper head can detach from certain sleepsuits, posing a choking hazard to infants.",2026-03-05,https://www.cpsc.gov/Recalls/2026/HALO-Dream-Recalls-Magic-Sleepsuits-Due-to-Choking-Hazard,2026-04-27T23:05:46Z
10653,26312,Tomum Minoxidil Hair Serum Spray Bottles Recalled Due to Risk of Serious Injury or Death from Child Poisoning; Violates Mandatory Standard f,"This recall involves spray bottles for Tomum Minoxidil Hair Growth Treatment, 100 mL. The spray bottles are silver with a blue wraparound label and black cap. The bottles are packaged in a blue box an",Replace,,"The hair serum contains minoxidil, which must be in child-resistant packaging as required by the Poison Prevention Packa",2026-03-05,https://www.cpsc.gov/Recalls/2026/Tomum-Minoxidil-Hair-Serum-Spray-Bottles-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Child-Poisoning-Violates-Mandatory-Standard-for-Child-Resistant-Packaging-Distributed-by-Belleka,2026-04-27T23:05:46Z
10652,26309,Unique Brands Com Recalls Forever 21 Pajama Pants Due to Risk of Serious Injury or Death from Burn Hazard; Violates Mandatory Flammability S,"This recall involves Forever 21 Kids Disney Mickey Mouse Pajama Pants with black stripes. The pajama pants were sold in children's sizes 5/6, 7/8, 9/10, 11/12 and 13/14. The size and ""Forever 21"" are ",Refund,,"The recalled children's pajama pants violate the mandatory standards for flammability of children's sleepwear, posing a ",2026-03-05,https://www.cpsc.gov/Recalls/2026/Unique-Brands-Com-Recalls-Forever-21-Pajama-Pants-Due-to-Risk-of-Serious-Injury-or-Death-from-Burn-Hazard-Violates-Mandatory-Flammability-Standards-for-Childrens-Sleepwear,2026-04-27T23:05:46Z
10649,26306,Andersen Windows Recalls Window Opening Control Devices Sold as Kits or Installed on 100 Series Casement Windows Due to Fall and Serious Inj,This recall involves window opening control devices sold individually as kits or as factory-installed accessories and applied to 100 Series casement windows that were manufactured prior to November 19,Repair,,"The window opening control devices can break or detach after accidental or other impact, allowing the window to be opene",2026-02-26,https://www.cpsc.gov/Recalls/2026/Andersen-Windows-Recalls-Window-Opening-Control-Devices-Sold-as-Kits-or-Installed-on-100-Series-Casement-Windows-Due-to-Fall-and-Serious-Injury-Hazards,2026-04-27T23:05:46Z
10650,26307,Babysense Max View Baby Monitors Recalled Due to Fire Hazard; Manufactured by Hisense,This recall involves the Babysense Max View Baby Monitor with model number VBM55. The reported issue involves the display unit (also referred to as the parent unit) that allows the parents to see and ,Replace,"Hisense Ltd., of Israel","The display or ""parent"" unit of the Max View baby monitors can overheat and/or spark when charging, posing a fire hazard",2026-02-26,https://www.cpsc.gov/Recalls/2026/Babysense-Max-View-Baby-Monitors-Recalled-Due-to-Fire-Hazard-Manufactured-by-Hisense,2026-04-27T23:05:46Z
10633,26290,Bicystar High Chairs Recalled Due to Risk of Serious Injury or Death from Fall and Entrapment Hazards; Violates Mandatory Standard for High ,"This recall involves children's high chairs. The gray high chairs have a metal frame, metal legs, a tray and a cushioned seat cover. ""BICYSTAR"" is printed on the front of the tray and ""Model No.: TB-H",Refund,,The high chairs violate the mandatory standard for high chairs because they were sold without the required attached crot,2026-02-26,https://www.cpsc.gov/Recalls/2026/Bicystar-High-Chairs-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Fall-and-Entrapment-Hazards-Violates-Mandatory-Standard-for-High-Chairs,2026-04-27T23:05:46Z
10626,26283,Dupray USA Recalls Neat Steam Cleaners Due to Risk of Burn Hazards or Serious Injury,"This recall involves the portable Dupray Neat Steam Cleaner. It is designed to clean, detail, sanitize, and deodorize household surfaces. The cleaner comes with a white base connected to a black flexi",Repair,,"The steam cleaner's boiler can rupture if it is overfilled, corroded and the pressure release valve malfunctions, posing",2026-02-26,https://www.cpsc.gov/Recalls/2026/Dupray-USA-Recalls-Neat-Steam-Cleaners-Due-to-Risk-of-Burn-Hazards-or-Serious-Injury,2026-04-27T23:05:46Z
10651,26308,Evajoy Above-Ground Pools 48 Inches and Taller Recalled Due to Drowning Hazard; Manufactured by Shenzhen Danya Tech,"This recall involves all Evajoy above-ground pools 48 inches and taller. Models EJ-HF032, EJ-HF044, and EJ-HF045 are included in this recall. Model EJ-HF032 measures 16 feet in diameter by 48 inches i",Repair,"Shenzhen Danya Tech Co., Ltd. d/b/a Evajoy, of China","The compression strap that surrounds the outside of the pool legs may create a foothold, allowing a child access to the ",2026-02-26,https://www.cpsc.gov/Recalls/2026/Evajoy-Above-Ground-Pools-48-Inches-and-Taller-Recalled-Due-to-Drowning-Hazard-Manufactured-by-Shenzhen-Danya-Tech,2026-04-27T23:05:46Z
10634,26291,Grtard Magnetic Stick Figure Toy Sets Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard for,"This recall involves 10 flexible stick figures in purple, black, red, orange, pink, yellow, bright blue, dark blue, white and green. The stick figures come in solid and transparent colors. Each stick ",Refund,,"The magnetic stick figure toy sets violate the mandatory standard for toys because they contain loose magnets, posing an",2026-02-26,https://www.cpsc.gov/Recalls/2026/Grtard-Magnetic-Stick-Figure-Toy-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys,2026-04-27T23:05:46Z
10646,26303,Joyreal Busy Board Children's Toys Recalled Due to Risk of Serious Injury or Death from Choking and Laceration Hazards; Violate Small Parts ,"This recall involves Joyreal-branded busy board toys. The children's toys consist of a wooden base that measures about 6.6 inches long by 6 inches wide and have 18 led lights, a power switch, a light ",Refund,,"The recalled children's toys violate the small parts ban because the small mirror can detach from the toy, posing a dead",2026-02-26,https://www.cpsc.gov/Recalls/2026/Joyreal-Busy-Board-Childrens-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-and-Laceration-Hazards-Violate-Small-Parts-Ban-and-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Indream-Store,2026-04-27T23:05:46Z
10632,26289,Magnetic Chess Games Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard for Toys; Sold on Am,"This recall involves magnetic chess games with magnets that are small, loose and separable with a strong magnetic flux. The games are sold in a blue box with the words ""Magnetic"", ""Magnetic Chess Piec",Refund,,The recalled magnetic chess games violate the mandatory standard for toys because they contain loose magnets posing an i,2026-02-26,https://www.cpsc.gov/Recalls/2026/Magnetic-Chess-Games-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Kaiwenshangpin,2026-04-27T23:05:46Z
10625,26278,PQL Recalls High Bay Linear LED Light Fixtures Due to Fire Hazard,"This recall involves High Bay Linear LED light fixtures. The fixtures are rectangular, white, metal, and are available in either 2-foot or 4-foot-wide configurations. 2-foot-wide models: 55202, 55203,",Repair,"Jiangsu Ever-Tie Lighting Co., Ltd, of China","The retaining pins used to secure the LED board inside some units can degrade, the LED board to come loose inside the fi",2026-02-26,https://www.cpsc.gov/Recalls/2026/PQL-Recalls-High-Bay-Linear-LED-Light-Fixtures-Due-to-Fire-Hazard,2026-04-27T23:05:46Z
10627,26284,Royal Oak Enterprises Recalls Lighters Due to Risk of Serious Injury or Death from Fire and Burn Hazards; Violates Mandatory Standard for Mu,"This recall involves Royal Oak flame saber lighters. The lighters are red with a black-and-gray checkered grip and have a hands-free operation lock. The lighter bears the warning labels, ""DANGER: Extr",Refund,,The recalled lighters violate the mandatory standard for multipurpose lighters because they do not have the required chi,2026-02-26,https://www.cpsc.gov/Recalls/2026/Royal-Oak-Enterprises-Recalls-Lighters-Due-to-Risk-of-Serious-Injury-or-Death-from-Fire-and-Burn-Hazards-Violates-Mandatory-Standard-for-Multipurpose-Lighters,2026-04-27T23:05:46Z
10624,26264,Sanven Technology Recalls Vevor Baby Gates Due to Risk of Serious Injury from Entrapment Hazard; Violates Mandatory Standard for Gates and E,"This recall involves Vevor-branded safety gates. The recalled safety gates were sold in gray, black and white and have a metal frame about 34.2 inches high and a retractable screen that extends up to ",Refund,,The recalled gates violate the mandatory standard for expansion gates and expandable enclosures because a child's torso ,2026-02-26,https://www.cpsc.gov/Recalls/2026/Sanven-Technology-Recalls-Vevor-Baby-Gates-Due-to-Risk-of-Serious-Injury-from-Entrapment-Hazard-Violates-Mandatory-Standard-for-Gates-and-Enclosures,2026-04-27T23:05:46Z
10628,26285,Somgem Pig and Yomin Toilet Lighters Recalled Due to Risk of Serious Injury or Death from Fire and Burn Hazards; Violates Mandatory Standard,This recall involves Somgem Lightweight Tiny Pinky Pig and Yomin Toilet Lighters. The Somgem-branded lighter comes in the shape of a pink pig with the ignition trigger on the top. The Yomin-branded li,Refund,,The recalled pig and toilet lighters violate the mandatory standard for cigarette lighters because they do not have the ,2026-02-26,https://www.cpsc.gov/Recalls/2026/Somgem-Pig-and-Yomin-Toilet-Lighters-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Fire-and-Burn-Hazards-Violates-Mandatory-Standard-for-Cigarette-Lighters-Sold-on-Amazon-by-Elepdv,2026-04-27T23:05:46Z
10648,26305,SumDirect LED Mini Lights Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Consumer P,This recall involves SumDirect-branded LED mini lights. The recalled blinking lights rotate and have a built-in loop for hanging. Each of the 24 multicolored lights includes three preinstalled LR41 bu,Refund,,The recalled LED lights violate the mandatory standard for consumer products containing button cell or coin batteries be,2026-02-26,https://www.cpsc.gov/Recalls/2026/SumDirect-LED-Mini-Lights-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Consumer-Products-with-Button-Cell-Batteries,2026-04-27T23:05:46Z
10629,26286,Surreal Brands Recalls Children's Tubby Tots Fizzy Flask Bath Magic Bath Foam Sets Due to Impact Hazard,"This recall involves Tubby Tots Fizzy Flask Bath Magic bath foam sets. The set includes six bath bomb potions packaged in plastic flasks and individual boxes. The clear flasks contain purple, orange, ",Refund,,"Moisture trapped inside the bath foam set container can cause pressure to build up, allowing pieces to be forcefully eje",2026-02-26,https://www.cpsc.gov/Recalls/2026/Surreal-Brands-Recalls-Childrens-Tubby-Tots-Fizzy-Flask-Bath-Magic-Bath-Foam-Sets-Due-to-Impact-Hazard,2026-04-27T23:05:46Z
10643,26300,TheKiddoSpace Recalls Children's Christmas Tree Play Sets Due to Risk of Injury from Lead Exposure; Violates Federal Lead Content Ban and Ma,This recall involves TheKiddoSpace-branded children's Christmas tree toy play sets. The recalled felt play sets consist of a two-sided Christmas tree that measures about 40 inches high and 28 inches w,Replace,,The zipper pull on the music box compartment of the recalled Christmas Tree Toys contain levels of lead that exceed the ,2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Christmas-Tree-Play-Sets-Due-to-Risk-of-Injury-from-Lead-Exposure-Violates-Federal-Lead-Content-Ban-and-Mandatory-Standard-for-Toys,2026-04-27T23:05:46Z
10637,26294,TheKiddoSpace Recalls Children's Fingerpainting Kits Due to Risk of Injury from Hazardous Substances and Phthalate Exposure; Violates Federa,"This recall involves KiddoSpace-branded fingerpainting kits. The recalled children's fingerpainting kits consist of one round paint palette with 12, 25 or 36 colors and one or more coloring books with",Refund,,The recalled children’s fingerpainting kits contain the hazardous substances methanol and ethylene glycol and are intend,2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Fingerpainting-Kits-Due-to-Risk-of-Injury-from-Hazardous-Substances-and-Phthalate-Exposure-Violates-Federal-Hazardous-Substances-Act-and-Phthalates-Ban,2026-04-27T23:05:46Z
10639,26296,TheKiddoSpace Recalls Children's Flashcard Talking Toys Due to Risk of Injury from Lead and Phthalate Exposure; Violates Federal Lead Conten,"This recall involves two different TheKiddoSpace-branded children's flashcard, talking toys: - The animal-shaped, pastel-colored toys were sold with a varying number of flashcards. ""Audible Flashcards",Replace,,The recalled children's flashcard toy sets contain levels of lead that exceed the federal lead content ban and levels of,2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Flashcard-Talking-Toys-Due-to-Risk-of-Injury-from-Lead-and-Phthalate-Exposure-Violates-Federal-Lead-Content-and-Phthalates-Bans-and-Standard-for-Toys,2026-04-27T23:05:46Z
10636,26293,TheKiddoSpace Recalls Children's Handwriting Practice Kits Due to Risk of Injury from Lead Exposure; Violates Federal Lead Content Ban,This recall involves two different types of TheKiddoSpace-branded handwriting practice kits sold with or without a carrying case: - The block handwriting kits consist of four reusable books with anima,Replace,,The pens in the recalled children's handwriting kits contain levels of lead in the nib that exceed the federal lead cont,2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Handwriting-Practice-Kits-Due-to-Risk-of-Injury-from-Lead-Exposure-Violates-Federal-Lead-Content-Ban,2026-04-27T23:05:46Z
10640,26297,TheKiddoSpace Recalls Children's Montessori Egg Puzzle Toys Due to Risk of Serious Injury or Death from Choking Hazard,This recall involves TheKiddoSpace-branded Montessori children's puzzle egg toys. The recalled toys consist of six or 12 white plastic eggs that split in two and come in a yellow storage case. Each eg,Refund,,"The recalled toys are intended for children under three years of age and the eggs can block a child's airway, posing a r",2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Montessori-Egg-Puzzle-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard,2026-04-27T23:05:46Z
10644,26301,TheKiddoSpace Recalls Children's Sensory Swing Due to Risk of Serious Injury or Death from Strangulation,"This recall involves TheKiddoSpace's sensory swing. The recalled children's swing consists of a stretchable, cocoon-style hammock made of soft fabric, intended to be suspended indoors for therapeutic ",Refund,,"The recalled swing's flexible fabric can form loops that can entangle a child's head or neck, posing a risk of serious i",2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Sensory-Swing-Due-to-Risk-of-Serious-Injury-or-Death-from-Strangulation,2026-04-27T23:05:46Z
10635,26292,TheKiddoSpace Recalls Children's Story Books Due to Choking Hazard,"This recall involves TheKiddoSpace's children's story books. The recalled soft fabric books measure about 7 inches by 8 inches and have six felt pages. TheKiddoSpace logo, ""BOOK,"" ""2"" and images of a ",Refund,,"The recalled book's felt parts can detach, posing a choking hazard.",2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Story-Books-Due-to-Choking-Hazard,2026-04-27T23:05:46Z
10641,26298,TheKiddoSpace Recalls LED Soccer Hover Balls Due to Serious Risk of Injury from Burn Hazard; Violates Mandatory Standard for Toys,"This recall involves TheKiddoSpace-branded LED soccer hover balls. The recalled plastic soccer balls are black and white and have foam bumpers. TheKiddoSpace logo, ""HOVER LED SOCCER BALL"" and ""GLIDE I",Replace,,"The surface temperature of the recalled toys' batteries exceeds the allowable limit, which violates the standard for toy",2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-LED-Soccer-Hover-Balls-Due-to-Serious-Risk-of-Injury-from-Burn-Hazard-Violates-Mandatory-Standard-for-Toys,2026-04-27T23:05:46Z
10642,26299,TheKiddoSpace Recalls Peg Doll Children's Toys Due to Risk of Serious Injury or Death from Choking Hazard; Violate Small Parts Ban,This recall involves TheKiddoSpace-branded peg dolls in cups toys. The children's toys consist of seven rainbow-colored wooden peg figures with a matching cup and a circular natural wood tray. TheKidd,Refund,,"The recalled toys are intended for children under three years old and the toy's peg dolls can block a child's airway, wh",2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Peg-Doll-Childrens-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Small-Parts-Ban,2026-04-27T23:05:46Z
10638,26295,TheKiddoSpace Recalls Reusable Water Balloons Due to Risk of Injury from Phthalate Exposure; Violate Federal Phthalates Ban,This recall involves TheKiddoSpace-branded reusable water balloons. The recalled refillable multi-colored water balloons are silicon balls that have small magnets to keep them closed when filled and c,Replace,,"The cord lock on the recalled water ballons' storage bags contain a regulated phthalate, which violate the federal phtha",2026-02-26,https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Reusable-Water-Balloons-Due-to-Risk-of-Injury-from-Phthalate-Exposure-Violate-Federal-Phthalates-Ban,2026-04-27T23:05:46Z
10647,26304,Todson Recalls Concord Bicycle Helmets Due to Risk of Serious Injury or Death from Head Injury; Violates Mandatory Standard for Bicycle Helm,"This recall involves Concord-branded 360 Degree Rechargeable Light-Up bike helmets. The helmets were sold in size large (L), fitting a head circumference of about 22.8 to 24 inches. The helmets have a",Refund,,The recalled helmets violate the mandatory safety standard for bicycle helmets because the helmets do not comply with th,2026-02-26,https://www.cpsc.gov/Recalls/2026/Todson-Recalls-Concord-Bicycle-Helmets-Due-to-Risk-of-Serious-Injury-or-Death-from-Head-Injury-Violates-Mandatory-Standard-for-Bicycle-Helmets,2026-04-27T23:05:46Z
10631,26288,Trankerloop Baby Bath Seats Recalled Due to Risk of Serious Injury or Death to Children from Drowning; Violates Mandatory Standard for Infan,"This recall involves Trankerloop-branded baby bath seats sold in blue, gray, pink and yellow. The bath seats have two detachable arms that serve as a restraint, four suction cups on the bottom, and co",Refund,,The recalled bath seats violate the mandatory standard for infant bath seats because they are unstable and can tip over ,2026-02-26,https://www.cpsc.gov/Recalls/2026/Trankerloop-Baby-Bath-Seats-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-to-Children-from-Drowning-Violates-Mandatory-Standard-for-Infant-Bath-Seats,2026-04-27T23:05:46Z
10645,26302,Zelbuck Children's Chess Games Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violate Mandatory Standard for Toys; S,"This recall involves Zelbuck-branded children's chess games. The recalled, blue turtle-shaped games have a white playing board at the top and come with a multi-colored spinner and 32 black magnetic ba",Refund,,The recalled children's chess games violate the mandatory standard for toys because they contain loose magnets posing an,2026-02-26,https://www.cpsc.gov/Recalls/2026/Zelbuck-Childrens-Chess-Games-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violate-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-n-b-plus,2026-04-27T23:05:46Z
