source,tier,ticker_explicit,published_utc,recency_min,news_score,sector_tags,event_tags,ticker_candidates,headline,link
eia_today,2,0,2026-03-02T14:00:00+00:00,81181.2,4.000,energy;semis_ai,,,Nuclear reactor restart in Japan will likely displace natural gas electricity generation,https://www.eia.gov/todayinenergy/detail.php?id=67244
businesswire,1,1,2026-04-27T12:30:00+00:00,631.2,3.975,,,TV,IAS Launches IAS Total TV Solutions Giving Marketers ‘Linear-like’ Transparency for Connected TV,http://www.businesswire.com/news/home/20260427576783/en/IAS-Launches-IAS-Total-TV-Solutions-Giving-Marketers-%E2%80%98Linear-like%E2%80%99-Transparency-for-Connected-TV/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,financials,,,Magnuson-Stevens Act Provisions; Fisheries of the Northeastern United States; Northeast Multispecies Fishery; Allocation of 2026 Northeast Multispecies Annual Catch Entitlements an,https://www.federalregister.gov/documents/2026/04/27/2026-08172/magnuson-stevens-act-provisions-fisheries-of-the-northeastern-united-states-northeast-multispecies
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,financials,policy_macro,,Commission Information Collection Activities (FERC-73) Comment Request; Extension,https://www.federalregister.gov/documents/2026/04/27/2026-08169/commission-information-collection-activities-ferc-73-comment-request-extension
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,financials,policy_macro,,Commission Information Collection Activities (FERC-725B). Comment Request; Extension,https://www.federalregister.gov/documents/2026/04/27/2026-08168/commission-information-collection-activities-ferc-725b-comment-request-extension
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,semis_ai,,,Ampersand Gilman Hydro LP; Notice of Availability of Environmental Assessment,https://www.federalregister.gov/documents/2026/04/27/2026-08167/ampersand-gilman-hydro-lp-notice-of-availability-of-environmental-assessment
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,semis_ai,,,North Pacific Fishery Management Council; Notice of Public Meeting,https://www.federalregister.gov/documents/2026/04/27/2026-08164/north-pacific-fishery-management-council-notice-of-public-meeting
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,financials,company_catalyst,,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",https://www.federalregister.gov/documents/2026/04/27/2026-08162/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,financials,company_catalyst,,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,https://www.federalregister.gov/documents/2026/04/27/2026-08161/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,semis_ai,,,"Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to U.S. Army Corps of Engineers Miller Sands Island, Rice Island, and Cottonwood Island",https://www.federalregister.gov/documents/2026/04/27/2026-08153/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to-us
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,biotech,company_catalyst,,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Alaska Reindeer Grazing Requirements,https://www.federalregister.gov/documents/2026/04/27/2026-08152/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,financials,conflict_risk,,Notice of OFAC Sanctions Action,https://www.federalregister.gov/documents/2026/04/27/2026-08151/notice-of-ofac-sanctions-action
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,energy,,,Notice on Outer Continental Shelf Oil and Gas Lease Sales,https://www.federalregister.gov/documents/2026/04/27/2026-08149/notice-on-outer-continental-shelf-oil-and-gas-lease-sales
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,energy,,,Energy Conservation Program: Notification of Petition for Rulemaking,https://www.federalregister.gov/documents/2026/04/27/2026-08145/energy-conservation-program-notification-of-petition-for-rulemaking
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,financials,policy_macro,,New England Fishery Management Council; Public Meeting; Correction,https://www.federalregister.gov/documents/2026/04/27/2026-08139/new-england-fishery-management-council-public-meeting-correction
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,semis_ai,,,Proposed Appointment to the National Indian Gaming Commission,https://www.federalregister.gov/documents/2026/04/27/2026-08132/proposed-appointment-to-the-national-indian-gaming-commission
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,biotech,company_catalyst,,Agency Information Collection Activities; Proposed eCollection eComments Requested; Revision of a Previously Approved Collection: Title-Immigrant and Employee Rights Section Charge,https://www.federalregister.gov/documents/2026/04/27/2026-08131/agency-information-collection-activities-proposed-ecollection-ecomments-requested-revision-of-a
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,semis_ai,,,"Circular Welded Carbon Steel Pipes and Tubes From Thailand: Preliminary Results and Rescission, in Part, of Antidumping Duty Administrative Review; 2024-2025",https://www.federalregister.gov/documents/2026/04/27/2026-08128/circular-welded-carbon-steel-pipes-and-tubes-from-thailand-preliminary-results-and-rescission-in
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,biotech,,,Advisory Committee; Anesthetic and Analgesic Drug Products Advisory Committee; Renewal,https://www.federalregister.gov/documents/2026/04/27/2026-08125/advisory-committee-anesthetic-and-analgesic-drug-products-advisory-committee-renewal
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,biotech,,,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments-United States (U.S.) 2026-2027 Formula for CO,https://www.federalregister.gov/documents/2026/04/27/2026-08122/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,energy,,,Agency Information Collection Activities; Renewal of a Previously Approved Information Collection: Oil and Gas Industry Safety Data Program,https://www.federalregister.gov/documents/2026/04/27/2026-08119/agency-information-collection-activities-renewal-of-a-previously-approved-information-collection-oil
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,semis_ai,,,Frontline Decision Making in the Adjudication of Applications; Request for Comments,https://www.federalregister.gov/documents/2026/04/27/2026-08118/frontline-decision-making-in-the-adjudication-of-applications-request-for-comments
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,transport,,,Notice Announcing Jacob K. Javits Gifted and Talented Students Education Program Competition,https://www.federalregister.gov/documents/2026/04/27/2026-08113/notice-announcing-jacob-k-javits-gifted-and-talented-students-education-program-competition
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,semis_ai,,,Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Modify Certain Initial Listing Requirements for,https://www.federalregister.gov/documents/2026/04/27/2026-08112/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-filing-and-immediate
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,financials,,,Self-Regulatory Organizations; LCH SA; Notice of Filing of Proposed Rule Change Relating to the Extension of Eligible Collateral to U.S. Treasury,https://www.federalregister.gov/documents/2026/04/27/2026-08109/self-regulatory-organizations-lch-sa-notice-of-filing-of-proposed-rule-change-relating-to-the
federal_register,1,0,2026-04-27T00:00:00+00:00,1381.2,3.934,biotech,company_catalyst,,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; DOCX Submission Requirements,https://www.federalregister.gov/documents/2026/04/27/2026-08101/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for
businesswire,1,1,2026-04-27T12:00:00+00:00,661.2,3.827,,,TV,"Comcast’s Universal Ads Makes Linear TV Self-Service, Bringing Incremental TV Reach to Advertisers of Any Size",http://www.businesswire.com/news/home/20260427603609/en/Comcast%E2%80%99s-Universal-Ads-Makes-Linear-TV-Self-Service-Bringing-Incremental-TV-Reach-to-Advertisers-of-Any-Size/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:02:00+00:00,779.2,3.330,,,TLS,"GMO GlobalSign Introduces TLS Connect, Bringing CLM Automation to Small and Medium Businesses",http://www.businesswire.com/news/home/20260427257690/en/GMO-GlobalSign-Introduces-TLS-Connect-Bringing-CLM-Automation-to-Small-and-Medium-Businesses/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:02:00+00:00,779.2,3.330,,,CLM,"GMO GlobalSign Introduces TLS Connect, Bringing CLM Automation to Small and Medium Businesses",http://www.businesswire.com/news/home/20260427257690/en/GMO-GlobalSign-Introduces-TLS-Connect-Bringing-CLM-Automation-to-Small-and-Medium-Businesses/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:02:00+00:00,779.2,3.330,,,TLS,"GMO GlobalSign lance TLS Connect, une solution d'automatisation de la gestion du cycle de vie des certificats (CLM) destinée aux petites et moyennes entreprises",http://www.businesswire.com/news/home/20260427465984/fr/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:02:00+00:00,779.2,3.330,,,CLM,"GMO GlobalSign lance TLS Connect, une solution d'automatisation de la gestion du cycle de vie des certificats (CLM) destinée aux petites et moyennes entreprises",http://www.businesswire.com/news/home/20260427465984/fr/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:02:00+00:00,779.2,3.330,,,TLS,GMO GlobalSign ermöglicht KMUs mit TLS Connect die Automatisierung ihres CLM,http://www.businesswire.com/news/home/20260427830763/de/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:02:00+00:00,779.2,3.330,,,CLM,GMO GlobalSign ermöglicht KMUs mit TLS Connect die Automatisierung ihres CLM,http://www.businesswire.com/news/home/20260427830763/de/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:02:00+00:00,779.2,3.330,,,TLS,"GMO GlobalSign presenta TLS Connect, llevando la automatización de CLM a pequeñas y medianas empresas",http://www.businesswire.com/news/home/20260427905245/es/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:02:00+00:00,779.2,3.330,,,CLM,"GMO GlobalSign presenta TLS Connect, llevando la automatización de CLM a pequeñas y medianas empresas",http://www.businesswire.com/news/home/20260427905245/es/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
businesswire,1,1,2026-04-27T10:00:00+00:00,781.2,3.323,,,TV,Marketing Architects Adds Reach Index Optimization for Smarter TV Buying,http://www.businesswire.com/news/home/20260427594513/en/Marketing-Architects-Adds-Reach-Index-Optimization-for-Smarter-TV-Buying/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
yahoo_finance,2,0,2026-04-26T15:13:26+00:00,1907.7,3.074,,policy_macro,VRDN,Truist Reiterates Buy Rating for Viridian Therapeutics (VRDN),https://finance.yahoo.com/markets/stocks/articles/truist-reiterates-buy-rating-viridian-151326846.html
yahoo_finance,2,0,2026-04-26T15:13:10+00:00,1908.0,3.074,,policy_macro,RR,Richtech Robotics Inc. (RR) Scaling Abroad Through Strategic Collaboration,https://finance.yahoo.com/markets/stocks/articles/richtech-robotics-inc-rr-scaling-151310372.html
yahoo_finance,2,0,2026-04-27T11:28:00+00:00,693.2,3.067,,,,Weekly Stock List,https://finance.yahoo.com/research/reports/ARGUS_46856_StockPicks_1777289280000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei
yahoo_finance,2,0,2026-04-26T14:47:00+00:00,1934.2,3.054,financials,,,"American Express, Chase set a new precedent for credit card fees",https://finance.yahoo.com/markets/stocks/articles/american-express-chase-set-precedent-144700033.html
yahoo_finance,2,0,2026-04-26T14:30:02+00:00,1951.1,3.041,semis_ai,,ETF,Want to Buy OpenAI Stock? Invest in This 1 Robinhood ETF,https://finance.yahoo.com/markets/stocks/articles/want-buy-openai-stock-invest-143002211.html
yahoo_finance,2,0,2026-04-26T14:30:00+00:00,1951.2,3.041,energy,,,Pipelines and Automation: 2 Energy Plays Built for Any Oil Price,https://finance.yahoo.com/sectors/energy/articles/pipelines-automation-2-energy-plays-143000832.html
yahoo_finance,2,0,2026-04-26T14:17:43+00:00,1963.5,3.032,semis_ai,,SO,The Southern Company (SO) Raises its Dividend by 2.7% to $0.76 per Share,https://finance.yahoo.com/markets/stocks/articles/southern-company-raises-dividend-2-141743349.html
yahoo_finance,2,0,2026-04-26T14:17:19+00:00,1963.9,3.031,transport,,NEE,NextEra Energy (NEE) Hits a New High Following Strong Q1 Report,https://finance.yahoo.com/sectors/energy/articles/nextera-energy-nee-hits-high-141719809.html
yahoo_finance,2,0,2026-04-26T14:16:13+00:00,1965.0,3.031,transport,,GE;GEV,GE Vernova (GEV) Hits All-Time High Following Impressive Q1 Report,https://finance.yahoo.com/sectors/energy/articles/ge-vernova-gev-hits-time-141613861.html
yahoo_finance,2,0,2026-04-26T14:00:02+00:00,1981.1,3.019,semis_ai,,,Better Later Than Never? Tesla Stock Hangs in the Crosshairs as Cybercab Finally Enters Production,https://finance.yahoo.com/markets/stocks/articles/better-later-never-tesla-stock-140002269.html
businesswire,1,1,2026-04-27T06:00:00+00:00,1021.2,2.601,,,SAP,"SAP rejoint S3NS, le cloud de confiance en France, avec Thales comme premier client stratégique",http://www.businesswire.com/news/home/20260426024526/fr/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0
eia_today,2,0,2026-04-10T20:00:00+00:00,24661.2,2.000,energy,,STEO;VMT,Increasing fuel efficiency leads to decreasing gasoline consumption,https://www.eia.gov/todayinenergy/detail.php?id=67426
eia_today,2,0,2026-04-08T20:00:00+00:00,27541.2,2.000,energy,,,Domestic and international demand drive natural gas production growth,https://www.eia.gov/todayinenergy/detail.php?id=67425
eia_today,2,0,2026-04-01T14:00:00+00:00,37981.2,2.000,transport,,,U.S. coal exports decreased in 2025 after four years of growth,https://www.eia.gov/todayinenergy/detail.php?id=67405
eia_today,2,0,2026-03-25T14:00:00+00:00,48061.2,2.000,transport,,EIA,U.S. coke production and consumption have declined more than 75% since 1980,https://www.eia.gov/todayinenergy/detail.php?id=67385
eia_today,2,0,2026-03-24T14:00:00+00:00,49501.2,2.000,semis_ai,,EIA,EIA releases new international consumption data sorted by end-use sector and fuel,https://www.eia.gov/todayinenergy/detail.php?id=67384
eia_today,2,0,2026-03-23T14:00:00+00:00,50941.2,2.000,transport,,CFL;LED;RECS,More U.S. homes used LEDs over other bulb types for indoor lighting in 2024,https://www.eia.gov/todayinenergy/detail.php?id=67368
eia_today,2,0,2026-03-20T14:00:00+00:00,55261.2,2.000,,policy_macro,,Wind and solar generated a record 17% of U.S. electricity in 2025,https://www.eia.gov/todayinenergy/detail.php?id=67367
eia_today,2,0,2026-03-18T14:00:00+00:00,58141.2,2.000,energy,,,U.S. natural gas consumption set a monthly and yearly record in 2025,https://www.eia.gov/todayinenergy/detail.php?id=67365
eia_today,2,0,2026-03-13T14:00:00+00:00,65341.2,2.000,energy,,,U.S. natural gas production reached a new record in 2025,https://www.eia.gov/todayinenergy/detail.php?id=67345
eia_today,2,0,2026-03-12T14:00:00+00:00,66781.2,2.000,biotech,,STEO,Fossil generation could rise with faster-than-expected growth in data center power demand,https://www.eia.gov/todayinenergy/detail.php?id=67344
yahoo_finance,2,0,2026-04-26T17:07:00+00:00,1794.2,1.166,,,AT;CEO,AT&T CEO hopes new offers will restore customer loyalty,https://finance.yahoo.com/markets/stocks/articles/t-hopes-latest-strategy-slow-170700426.html
yahoo_finance,2,0,2026-04-26T15:13:07+00:00,1908.1,1.074,,,TDUP,ThredUp Inc. (TDUP) Garnering Attention with Mass-Market Resale Network Positioning,https://finance.yahoo.com/markets/stocks/articles/thredup-inc-tdup-garnering-attention-151307175.html
yahoo_finance,2,0,2026-04-26T15:13:09+00:00,1908.0,1.074,,,EVGO,"EVgo Inc. (EVGO) is One of the Best Shorted Penny Stocks to Look at, Here is Why",https://finance.yahoo.com/markets/stocks/articles/evgo-inc-evgo-one-best-151309667.html
yahoo_finance,2,0,2026-04-26T15:13:06+00:00,1908.1,1.074,,,RXRX,Recursion Pharmaceuticals (RXRX) Offers Encouraging Prospects After Setting 2026 Priorities,https://finance.yahoo.com/sectors/healthcare/articles/recursion-pharmaceuticals-rxrx-offers-encouraging-151306318.html
yahoo_finance,2,0,2026-04-26T15:13:30+00:00,1907.7,1.074,,,MAZE,What Makes Maze Therapeutics (MAZE) One of the Best Oversold Small-Cap Stocks to Buy,https://finance.yahoo.com/markets/stocks/articles/makes-maze-therapeutics-maze-one-151330683.html
yahoo_finance,2,0,2026-04-26T15:13:04+00:00,1908.1,1.074,,,ABSI,Absci Corp. (ABSI) Offering Impressive Upside to Potential Investors,https://finance.yahoo.com/markets/stocks/articles/absci-corp-absi-offering-impressive-151304345.html
yahoo_finance,2,0,2026-04-26T15:13:15+00:00,1907.9,1.074,,,EBF,Ennis Inc. (EBF) Delivers In-Line Fourth Quarter Results,https://finance.yahoo.com/markets/stocks/articles/ennis-inc-ebf-delivers-line-151315519.html
yahoo_finance,2,0,2026-04-26T15:13:17+00:00,1907.9,1.074,,,IRMD,Here is Why Investors Should Pay Attention to IRADIMED Corp. (IRMD),https://finance.yahoo.com/markets/stocks/articles/why-investors-pay-attention-iradimed-151317500.html
yahoo_finance,2,0,2026-04-26T15:13:28+00:00,1907.7,1.074,,,MDXG,Northland Reaffirms Outperform Rating for MiMedx Group (MDXG),https://finance.yahoo.com/markets/stocks/articles/northland-reaffirms-outperform-rating-mimedx-151328936.html
yahoo_finance,2,0,2026-04-26T15:13:25+00:00,1907.8,1.074,,,BUR,Why Does Burford Capital (BUR) Appear so Attractive,https://finance.yahoo.com/markets/stocks/articles/why-does-burford-capital-bur-151325523.html
yahoo_finance,2,0,2026-04-26T15:13:12+00:00,1908.0,1.074,,,ALT,Here is Why Altimmune Inc. (ALT) Appears to be an Attractive Penny Stock,https://finance.yahoo.com/markets/stocks/articles/why-altimmune-inc-alt-appears-151312191.html
yahoo_finance,2,0,2026-04-26T15:13:20+00:00,1907.8,1.074,,,IIIN,"Insteel Industries (IIIN) Sits Comfortably With Current Market Position, Following Q2 Announcement",https://finance.yahoo.com/markets/stocks/articles/insteel-industries-iiin-sits-comfortably-151320264.html
yahoo_finance,2,0,2026-04-26T15:13:19+00:00,1907.9,1.074,,,AGIO,BofA Reaffirms Buy Rating for Agios Pharmaceuticals (AGIO),https://finance.yahoo.com/markets/stocks/articles/bofa-reaffirms-buy-rating-agios-151319412.html
yahoo_finance,2,0,2026-04-26T15:13:23+00:00,1907.8,1.074,,,TAT;TATT,TAT Technologies (TATT) Positioned to Capitalize on Long-Term Secular Trends,https://finance.yahoo.com/markets/stocks/articles/tat-technologies-tatt-positioned-capitalize-151323326.html
yahoo_finance,2,0,2026-04-26T15:13:22+00:00,1907.8,1.074,,,MAMA,Mama’s Creations (MAMA) Fuels Confidence Following Q4 Outperformance,https://finance.yahoo.com/markets/stocks/articles/mama-creations-mama-fuels-confidence-151322398.html
yahoo_finance,2,0,2026-04-26T15:12:59+00:00,1908.2,1.073,,,COM;FLWS,What Makes 1-800-FLOWERS.COM (FLWS) an Attractive Penny Stocks Right Now,https://finance.yahoo.com/markets/stocks/articles/makes-1-800-flowers-com-151259562.html
yahoo_finance,2,0,2026-04-26T15:13:01+00:00,1908.2,1.073,,,SPCE,Virgin Galactic Holdings (SPCE) Planning for Flight-Testing Program and Space Flights,https://finance.yahoo.com/markets/stocks/articles/virgin-galactic-holdings-spce-planning-151301428.html
yahoo_finance,2,0,2026-04-26T15:13:02+00:00,1908.1,1.073,,,DDD,3D Systems Corp. (DDD) Carrying Optimistic Views Following Latest Product Launch,https://finance.yahoo.com/markets/stocks/articles/3d-systems-corp-ddd-carrying-151302954.html
yahoo_finance,2,0,2026-04-26T14:32:57+00:00,1948.2,1.043,,,SEC,"The SEC Just Scrapped the $25,000 Rule That Kept New Traders From Going Into Debt",https://finance.yahoo.com/markets/options/articles/sec-just-scrapped-25-000-143257006.html
yahoo_finance,2,0,2026-04-26T14:22:00+00:00,1959.2,1.035,,,,"This Obesity Stock Could More Than Double Over the Next 12 Months, According to Wall Street",https://finance.yahoo.com/sectors/healthcare/articles/obesity-stock-could-more-double-142200929.html
yahoo_finance,2,0,2026-04-26T14:18:44+00:00,1962.4,1.032,,,PEG,Public Service Enterprise Group (PEG) Declares Dividend of $0.67 per Share,https://finance.yahoo.com/sectors/energy/articles/public-enterprise-group-peg-declares-141844973.html
yahoo_finance,2,0,2026-04-26T14:18:32+00:00,1962.6,1.032,,,NRC,NRC Renews License for Duke Energy’s Robinson Nuclear Plant,https://finance.yahoo.com/sectors/energy/articles/nrc-renews-license-duke-energy-141832333.html
yahoo_finance,2,0,2026-04-26T14:18:14+00:00,1962.9,1.032,,,D,Dominion Energy (D) Price Target Cut by $1 at Morgan Stanley,https://finance.yahoo.com/sectors/energy/articles/dominion-energy-d-price-target-141814655.html
yahoo_finance,2,0,2026-04-26T14:17:31+00:00,1963.7,1.032,,,BWX,BWX Technologies to Acquire Precision Components Group,https://finance.yahoo.com/sectors/energy/articles/bwx-technologies-acquire-precision-components-141731758.html
yahoo_finance,2,0,2026-04-26T14:18:43+00:00,1962.5,1.032,,,IRA,"The Inherited IRA Tax Bomb: Why a $500,000 Inheritance Could Cost Your Kids $125,000 in Taxes",https://finance.yahoo.com/economy/policy/articles/inherited-ira-tax-bomb-why-141843962.html
yahoo_finance,2,0,2026-04-26T14:16:28+00:00,1964.7,1.031,,,VST,Vistra Corp. (VST) – Among the 10 Best Nuclear Energy Stocks to Buy for Dividends,https://finance.yahoo.com/sectors/energy/articles/vistra-corp-vst-among-10-141628923.html
yahoo_finance,2,0,2026-04-26T14:17:04+00:00,1964.1,1.031,,,CEG;ISI,Evercore ISI Resumes Coverage of Constellation Energy (CEG) with a Bullish Stance,https://finance.yahoo.com/markets/stocks/articles/evercore-isi-resumes-coverage-constellation-141704241.html
yahoo_finance,2,0,2026-04-26T14:15:57+00:00,1965.2,1.030,,,CCJ,Is Cameco Corporation (CCJ) One of the Best Nuclear Energy Stocks to Buy for Dividends?,https://finance.yahoo.com/sectors/energy/articles/cameco-corporation-ccj-one-best-141557484.html
yahoo_finance,2,0,2026-04-26T14:10:00+00:00,1971.2,1.026,,,US,US city with the most people in financial distress revealed. Find out if it's yours — and how you can dig out of debt,https://finance.yahoo.com/economy/articles/us-city-most-people-financial-141000878.html
yahoo_finance,2,0,2026-04-26T14:10:00+00:00,1971.2,1.026,,,,"3 Vanguard ETFs to Buy With $1,000 and Hold for a Lifetime",https://finance.yahoo.com/markets/stocks/articles/3-vanguard-etfs-buy-1-141000159.html
eia_today,2,0,2026-04-13T20:00:00+00:00,20341.2,0.000,,,GW,U.S. coal-fired generating capacity retired in 2025 was the least in 15 years,https://www.eia.gov/todayinenergy/detail.php?id=67427
